9.999951048237435414e-01,4.722277369349214792e-06,1.728988870978912327e-07
9.999942589220655043e-01,5.379287952650854000e-06,3.617899818718597440e-07
9.999932740215956573e-01,6.149016904263508806e-06,5.769614999778939633e-07
9.999920163711270016e-01,7.160706696862047077e-06,8.229221761484343367e-07
9.999901876050718563e-01,8.703044484220121360e-06,1.109350444022916199e-06
9.999879202148168611e-01,1.062231295974642833e-05,1.457472223391720926e-06
9.999846723605679832e-01,1.344527469028572129e-05,1.882364741781578339e-06
9.999803835105166572e-01,1.719631375393286811e-05,2.420175729393006851e-06
9.999745301333275993e-01,2.236183839288967371e-05,3.108028279550321457e-06
9.999671215350138809e-01,2.887596317091170410e-05,4.002501815265908762e-06
9.999571982354106270e-01,3.764422424713973153e-05,5.157540342102376824e-06
9.999442789097011675e-01,4.905778098682992973e-05,6.663309311987966323e-06
9.999269327261656182e-01,6.444165328296736980e-05,8.625620551461163444e-06
9.999038002037305972e-01,8.499650958663182725e-05,1.120328668277985871e-05
9.998732465123473245e-01,1.121503405864439102e-04,1.460314706624513160e-05
9.998326632197965802e-01,1.482476195135105652e-04,1.908916068970288672e-05
9.997796672656683592e-01,1.953136688613894432e-04,2.501906547024330702e-05
9.997113922116246387e-01,2.557761761505652023e-04,3.283161222469888638e-05
9.996228720299903392e-01,3.340653107388582904e-04,4.306265927072149257e-05
9.995099086737595506e-01,4.336660545401888034e-04,5.642527170027582636e-05
9.993678415571739526e-01,5.583865289441904394e-04,7.377191388188335871e-05
9.991901518640752267e-01,7.137407608850571432e-04,9.610737503965099363e-05
9.989716690843594149e-01,9.036739101655644636e-04,1.246570054750532680e-04
9.987095426073212545e-01,1.129653430797146647e-03,1.608039618816758433e-04
9.984002151050748175e-01,1.393794795811632587e-03,2.059900991135617298e-04
9.980394290873151331e-01,1.698829021738778536e-03,2.617418909460270376e-04
9.976216431051039280e-01,2.048661843080541809e-03,3.296950518155781617e-04
9.971389864729993668e-01,2.449372001461776454e-03,4.116415255387998948e-04
9.965795248249893490e-01,2.910858769413361257e-03,5.096164055972707838e-04
9.959228149842637157e-01,3.451134259362498725e-03,6.260507563738054509e-04
9.951380043103832396e-01,4.097899562868480457e-03,7.640961267483052351e-04
9.941850319097869093e-01,4.886955980949924706e-03,9.280121092630446615e-04
9.930157830920515183e-01,5.860726559447374841e-03,1.123490348501041602e-03
9.915776071288882054e-01,7.064473460232886456e-03,1.357919410878936526e-03
9.898046943845977275e-01,8.554807266114180381e-03,1.640498349288251967e-03
9.876257056420616465e-01,1.039160371800542694e-02,1.982690639932819469e-03
9.849615836524903134e-01,1.264006155885650379e-02,2.398354788653036217e-03
9.817231277091902353e-01,1.537291503980261521e-02,2.903957251007296091e-03
9.778034424062777008e-01,1.867768374112285107e-02,3.518873852599400422e-03
9.730783870801885671e-01,2.265563171756707420e-02,4.265981202244314464e-03
9.673916960741777427e-01,2.743609745487518570e-02,5.172206470946997918e-03
9.605660568728661142e-01,3.316429275799197968e-02,6.269650369142005034e-03
9.523898240075784338e-01,4.001395391295990700e-02,7.596222079461686059e-03
9.426325615514650202e-01,4.817065821255487462e-02,9.196780235980080848e-03
9.310604325082921795e-01,5.781596092722543490e-02,1.112360656448227632e-02
9.174464123296685036e-01,6.911734266876029542e-02,1.343624500157129288e-02
9.015945227958901409e-01,8.220453849578818195e-02,1.620093870832170144e-02
8.833568612188335001e-01,9.715401853301332269e-02,1.948912024815323621e-02
8.626588538598064515e-01,1.139658651507196307e-01,2.337528098947376509e-02
8.395200613344800944e-01,1.325460230700173381e-01,2.793391559550254671e-02
8.140639624634112836e-01,1.527002810182854498e-01,3.323575651830324579e-02
7.865361925067132498e-01,1.741200397342521633e-01,3.934376775903466322e-02
7.573004283122332092e-01,1.963910023393619919e-01,4.630856934840474337e-02
7.268179219809745017e-01,2.190178685770462763e-01,5.416420944197922888e-02
6.955994982611988231e-01,2.414755775537400784e-01,6.292492418506108465e-02
6.641685678661067849e-01,2.632474848466825335e-01,7.258394728721068168e-02
6.330039876779257613e-01,2.838821656409963867e-01,8.311384668107799079e-02
6.025181541364129645e-01,3.030127125568691238e-01,9.446913330671784237e-02
5.730316200075814548e-01,3.203787381834259373e-01,1.065896418089925940e-01
5.447761198340279609e-01,3.358190888296423982e-01,1.194047913363296270e-01
5.179038839987644138e-01,3.492585611117202671e-01,1.328375548895153468e-01
4.924968514025525046e-01,3.606952512634633568e-01,1.468078973339841387e-01
4.685835458712268031e-01,3.701807467442505550e-01,1.612357073845226696e-01
4.461546517676401868e-01,3.778024109780669937e-01,1.760429372542927084e-01
4.251723707158529542e-01,3.836725955907315799e-01,1.911550336934153826e-01
4.055809264377731593e-01,3.879171360451821871e-01,2.065019375170446536e-01
3.873135329476166677e-01,3.906678440935313912e-01,2.220186229588519411e-01
3.702980150409018179e-01,3.920566482365050454e-01,2.376453367225932201e-01
3.544588076951995514e-01,3.922135896527470522e-01,2.533276026520534518e-01
3.397210637170786085e-01,3.912627900447581131e-01,2.690161462381632784e-01
3.260118239920962724e-01,3.893215181679501868e-01,2.846666578399535963e-01
3.132601904612714594e-01,3.865002909720569035e-01,3.002395185666715816e-01
3.013975401344371474e-01,3.829029296600089949e-01,3.156995302055539132e-01
2.903597467616626515e-01,3.786246058463831332e-01,3.310156473919542153e-01
2.800857440216917293e-01,3.737536243524986479e-01,3.461606316258095672e-01
2.705182308571987826e-01,3.683709925428916843e-01,3.611107765999094776e-01
2.616036922387618424e-01,3.625506914596129948e-01,3.758456163016251628e-01
2.532921791846415305e-01,3.563601768553487092e-01,3.903476439600097048e-01
2.455373050200235496e-01,3.498606439457528361e-01,4.046020510342236420e-01
2.382962172259852074e-01,3.431073059819610416e-01,4.185964767920537510e-01
2.315292508974702568e-01,3.361499800711975627e-01,4.323207690313321527e-01
2.252001467505881926e-01,3.290330850152316522e-01,4.457667682341800997e-01
2.192752983777793707e-01,3.217966099874312036e-01,4.589280916347894257e-01
2.137239817893368532e-01,3.144760621763765251e-01,4.717999560342866494e-01
2.085177198019312061e-01,3.071032816767271245e-01,4.843789985213418081e-01
2.036306603827928718e-01,2.997062098287963106e-01,4.966631297884107621e-01
1.990393418831018224e-01,2.923092799353355642e-01,5.086513781815626967e-01
1.947218508781638213e-01,2.849343997428601116e-01,5.203437493789760948e-01
1.906582211426380291e-01,2.776006534886715227e-01,5.317411253686904482e-01
1.868302364195900400e-01,2.703246120721726209e-01,5.428451515082373113e-01
1.832211958447640399e-01,2.631206681641117817e-01,5.536581359911241229e-01
1.798156498383426394e-01,2.560013874439686643e-01,5.641829627176887518e-01
1.765993588930774016e-01,2.489776228914751810e-01,5.744230182154473896e-01
1.735597337681938079e-01,2.420581431006997297e-01,5.843821231311064901e-01
1.706846008552195260e-01,2.352509502896460436e-01,5.940644488551344304e-01
1.679629549682415679e-01,2.285625581650381488e-01,6.034744868667203388e-01
1.653850754458200123e-01,2.219979353608581563e-01,6.126169891933217482e-01
1.629414353293449913e-01,2.155616580628989254e-01,6.214969066077560278e-01
1.606234234908415492e-01,2.092572035788863305e-01,6.301193729302720925e-01
1.584231218478177328e-01,2.030872170787546838e-01,6.384896610734276390e-01
