9.999911696533856365e-01,8.657447727257101098e-06,1.728988870978912327e-07
9.999812528112688170e-01,1.822799193491888122e-05,5.191967961881753190e-07
9.999554690382407296e-01,4.328264528580101308e-05,1.248316473584930580e-06
9.998866908692646271e-01,1.103295084503765354e-04,2.979622285016970807e-06
9.997015305838397037e-01,2.910766135372064756e-04,7.392802623032032731e-06
9.992178759836924939e-01,7.630881491429542625e-04,1.903586716452028833e-05
9.980771706313913416e-01,1.873269975478395431e-03,4.955939313023846398e-05
9.961513184990824499e-01,3.724191308768122575e-03,1.244901921493743154e-04
9.931692837089082238e-01,6.557258446591598608e-03,2.734578445000991447e-04
9.861363446800112120e-01,1.332790713762521326e-02,5.357481823637631497e-04
9.699313495980408373e-01,2.899978593409042668e-02,1.068864467868771602e-03
9.373009117437497428e-01,6.047023235101779692e-02,2.228855905232388687e-03
8.697578330476544162e-01,1.255945017530724350e-01,4.647665199273100234e-03
7.483343916008809993e-01,2.419941631297229945e-01,9.671445269395999300e-03
5.787273150191476478e-01,4.019214731862674195e-01,1.935121179458491533e-02
4.176104397542717561e-01,5.469614895236926122e-01,3.542807072203561780e-02
2.969202684553843286e-01,6.457732012416323997e-01,5.730653030298332729e-02
2.151661502419267014e-01,7.016963914054246132e-01,8.313745835264861606e-02
1.617421680682196994e-01,7.270525179229146984e-01,1.112053140088655884e-01
1.267660422527945863e-01,7.329465430214231469e-01,1.402874147257821835e-01
1.028475709173811287e-01,7.275471526359796881e-01,1.696052764466390861e-01
8.572589801997633485e-02,7.155669394279453588e-01,1.987071625520783202e-01
7.299467681745698544e-02,6.996754830533469249e-01,2.273298401291961035e-01
6.325073206906316192e-02,6.814324084796068437e-01,2.553168594513300360e-01
5.562620507057575853e-02,6.617996391389100452e-01,2.825741557905142587e-01
4.954972360884363214e-02,6.414041350350857540e-01,3.090461413560706694e-01
4.462843300084867737e-02,6.206692602416772342e-01,3.347023067574740884e-01
4.058518399811955613e-02,5.998857388347392794e-01,3.595290771671411645e-01
3.722026804014018364e-02,5.792552252393291523e-01,3.835245067205306779e-01
3.438753979797185695e-02,5.589177444719242160e-01,4.066947157301039062e-01
3.197814047859286885e-02,5.389704340124261694e-01,4.290514255089808993e-01
2.990977525251837382e-02,5.194799818780035938e-01,4.506102428694778728e-01
2.811928761282730255e-02,5.004912702425746707e-01,4.713894421445981586e-01
2.655761037719819861e-02,4.820332966685007547e-01,4.914090929543011299e-01
2.518633317940106864e-02,4.641232419995577896e-01,5.106904248210412112e-01
2.397469783047161823e-02,4.467699476685049742e-01,5.292553545010234561e-01
2.289804813808682046e-02,4.299757994541495987e-01,5.471261524077636329e-01
2.193650400680643639e-02,4.137383116072639866e-01,5.643251843859296013e-01
2.107364166403875513e-02,3.980516414857411256e-01,5.808747168502201852e-01
2.029598055197228551e-02,3.829072369383779151e-01,5.967967825096498480e-01
1.959236502908415223e-02,3.682945629837308665e-01,6.121130719871848980e-01
1.895336954520989575e-02,3.542017759482559702e-01,6.268448545065341548e-01
1.837114189919837257e-02,3.406159325563372087e-01,6.410129255444643182e-01
1.783892481741456218e-02,3.275235123358676281e-01,6.546375628467178132e-01
1.735100303875718869e-02,3.149104936210902483e-01,6.677385033401526115e-01
1.690252191010494301e-02,3.027625550048988479e-01,6.803349230849962126e-01
1.648925799206955520e-02,2.910653167227382765e-01,6.924454252851921510e-01
1.610752399190793285e-02,2.798044380539903564e-01,7.040880379541015754e-01
1.575413447751588397e-02,2.689656500462228039e-01,7.152802154762611941e-01
1.542633888935505265e-02,2.585348196325347736e-01,7.260388414781102639e-01
1.512168686536912408e-02,2.484980788712192745e-01,7.363802342634114817e-01
1.483803988359731936e-02,2.388418026981423137e-01,7.463201574182604103e-01
1.457351980249069895e-02,2.295526506713232162e-01,7.558738295261860918e-01
1.432644959275404181e-02,2.206176148542069448e-01,7.650559355530389682e-01
1.409531961121076975e-02,2.120240402415819736e-01,7.738806401472072549e-01
1.387880668117695386e-02,2.037595915619525022e-01,7.823616017568706393e-01
1.367573056049026931e-02,1.958122840201610981e-01,7.905119854193486395e-01
1.348500630263185958e-02,1.881705169172130376e-01,7.983444767801551878e-01
1.330564800486126915e-02,1.808230545382951138e-01,8.058712974568437160e-01
1.313684484525667190e-02,1.737589355163678961e-01,8.131042196383753140e-01
1.297778040910686770e-02,1.669676425318629975e-01,8.200545770590301764e-01
1.282775024416293180e-02,1.604389669955323949e-01,8.267332827603047773e-01
1.268611924311549392e-02,1.541630393167585378e-01,8.331508414401260776e-01
1.255230697812936835e-02,1.481303300090743291e-01,8.393173630127964691e-01
1.242578775463005873e-02,1.423316360322106622e-01,8.452425762131594578e-01
1.230603370635544209e-02,1.367581246391968708e-01,8.509358416544476889e-01
1.219261114899736730e-02,1.314012222109870731e-01,8.564061666400156758e-01
1.208511781011451479e-02,1.262526666614304516e-01,8.616622155284550111e-01
1.198317560561951330e-02,1.213045021994682143e-01,8.667123221949122325e-01
1.188642854268580525e-02,1.165490691744231755e-01,8.715645022828910626e-01
1.179454398695392939e-02,1.119789909631781349e-01,8.762264650498678975e-01
1.170724531631855796e-02,1.075871299952863847e-01,8.807056246883949724e-01
1.162425299587906656e-02,1.033666371159144282e-01,8.850091098882063578e-01
1.154531074971435270e-02,9.931091387744256371e-02,8.891437753728431703e-01
1.147018633155906520e-02,9.541360174050013410e-02,8.931162119279407730e-01
1.139866469390507162e-02,9.166857930853412884e-02,8.969327559975606157e-01
1.133053935939919328e-02,8.806996147069863501e-02,9.005994991699021179e-01
1.126562928883222126e-02,8.461207308243767766e-02,9.041222976287301982e-01
1.120373730893534092e-02,8.128948213903702813e-02,9.075067805520276032e-01
1.114469590388865450e-02,7.809694425852223287e-02,9.107583598375890155e-01
1.108839211417959707e-02,7.502937027789041702e-02,9.138822376079300813e-01
1.103466170701745616e-02,7.208192587393694173e-02,9.168834124190455848e-01
1.098334772573048880e-02,6.924996282026643635e-02,9.197666894540031945e-01
1.093433878287189756e-02,6.652897325031435771e-02,9.225366879668138731e-01
1.088752007467321849e-02,6.391463302850046435e-02,9.251978468968262703e-01
1.084276190121789309e-02,6.140280588081577229e-02,9.277544322179663849e-01
1.079997985128130361e-02,5.898947569551973857e-02,9.302105444531989509e-01
1.075910264222598722e-02,5.667077387675426015e-02,9.325701234810196416e-01
